SKN,Island,albedo,coastDist,dem_250,lai,rf,tpi,windSpeed,LON,LAT,optional
787.1,OA,14.1107501983643,6379.38671875,113.809425354004,0.882904469966888,1985.48303222656,9.19917678833008,2.00730562210083,-157.7668,21.351,True
793.2,OA,NA,NA,9.20826816558838,NA,NA,NA,NA,-157.717,21.3667,NA
795.1,OA,14.8703336715698,1718.76330566406,23.0244884490967,0.871227502822876,1069.43334960938,0.117697425186634,2.89464855194092,-157.7105906,21.33516407,True
799.0,OA,14.1107501983643,9716.99609375,419.58349609375,0.941190004348755,1195.53405761719,-17.6624698638916,2.63947653770447,-158.1072222,21.48,True
800.3,OA,12.9787502288818,2527.19702148438,78.0287017822266,0.725740134716034,781.719299316406,-0.0818115845322609,3.09008479118347,-158.1963889,21.47833333,True
801.2,OA,NA,NA,5.623514652252197,NA,NA,NA,NA,-158.184,21.4503,NA
803.2,OA,15.1754169464111,5621.88916015625,261.581634521484,0.786965668201447,1257.85461425781,-2.77740859985352,3.24971652030945,-158.1552778,21.48055556,True
810.1,OA,NA,NA,259.7796325683594,NA,NA,NA,NA,-158.02806,21.48722,NA
828.0,OA,13.5561666488647,12465.048828125,319.585845947266,0.982014536857605,1841.84057617188,-1.00589239597321,2.21532154083252,-157.9933333,21.49944444,True
834.14,OA,NA,NA,162.48080444335938,NA,NA,NA,NA,-157.952,21.423,NA
837.5,OA,11.8706665039062,1706.26110839844,32.6428909301758,0.822287917137146,1988.87963867188,-6.19022130966187,1.98953485488892,-157.84889,21.45167,True
837.8,OA,NA,NA,2.590622901916504,NA,NA,NA,NA,-157.81528,21.43139,NA
838.1,OA,12.2062501907349,682.569091796875,21.1410617828369,0.501306712627411,1354.65258789062,NA,2.07113265991211,-157.803921,21.42349474,True
840.0,OA,11.564582824707,498.252685546875,0.966269314289093,0.486569315195084,1013.79907226562,NA,2.5124180316925,-157.7730876,21.44404851,True
841.0,OA,14.8703336715698,1565.74951171875,17.1443195343018,0.747847735881805,904.505554199219,-7.2860894203186,2.58628940582275,-158.1866869,21.57100512,True
841.16,OA,12.9787502288818,341.120056152344,1.89669048786163,0.6594597697258,821.413879394531,NA,3.85639929771423,-158.2236287,21.57877964,True
841.2,OA,15.1754169464111,1023.40350341797,265.164428710938,0.725425004959106,713.07763671875,74.7920379638672,4.12253093719482,-158.26,21.57027778,True
842.7,OA,15.1754169464111,3030.365234375,159.116195678711,0.720495462417603,1239.41467285156,-20.8374137878418,3.10480952262878,-158.2041667,21.52611111,True
842.8,OA,15.1754169464111,699.304260253906,10.3460245132446,0.729332625865936,882.853393554688,-7.2389612197876,3.25064921379089,-158.2261111,21.52861111,True
842.9,OA,11.683500289917,3635.49487304688,538.498168945312,0.778506278991699,1304.21765136719,56.852725982666,3.70180249214172,-158.1988889,21.54277778,True
843.7,OA,11.8706665039062,1494.78259277344,7.09672403335571,0.67626291513443,915.908325195312,-52.7843933105469,2.37223529815674,-158.1986111,21.57194444,True
844.0,OA,NA,NA,1203.6251220703125,NA,NA,NA,NA,-158.1425,21.50777778,NA
844.5,OA,NA,NA,1199.0228271484375,NA,NA,NA,NA,-158.144861,21.50675,NA
847.0,OA,11.564582824707,1565.74780273438,5.37228345870972,0.77456271648407,780.106811523438,0.357328653335571,2.31761765480042,-158.121,21.5737,True
855.3,OA,11.8706665039062,6424.517578125,212.767807006836,0.809938490390778,910.878723144531,26.564208984375,2.23312783241272,-158.0893,21.5382004,True
855.4,OA,11.8706665039062,6424.517578125,212.767807006836,0.809938490390778,910.878723144531,26.564208984375,2.23312783241272,-158.08917,21.53833,True
857.4,OA,14.1107501983643,8550.1904296875,495.378509521484,0.974422931671143,1278.95263671875,-17.8926639556885,1.93498432636261,-158.1147222,21.50861111,True
858.0,OA,11.8706665039062,10904.8798828125,302.955017089844,0.743331551551819,1010.81335449219,0.164986923336983,2.54460334777832,-158.0819444,21.495,True
869.0,OA,11.683500289917,8208.46484375,365.345184326172,0.821241736412048,1909.90881347656,37.2462921142578,2.86862373352051,-158.0130556,21.58722222,True
